,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,neighbourhood_group_le,room_type_le
13321,50760546,Manhattan,Kips Bay,40.74495,-73.97627,Entire home/apt,30,4,0.11,156,2,0
9646,5417646,Manhattan,Lower East Side,40.71546,-73.9896,Entire home/apt,4,3,0.08,0,2,0
1459,1242765,Manhattan,Upper West Side,40.78363,-73.97797,Entire home/apt,3,58,0.7,341,2,0
21267,112851539,Manhattan,East Village,40.72977,-73.98841,Entire home/apt,3,85,2.87,208,2,0
33466,12243051,Manhattan,Murray Hill,40.7445,-73.97222,Entire home/apt,29,0,,324,2,0
45564,61396454,Manhattan,Midtown,40.75523,-73.96342,Entire home/apt,30,0,,339,2,0
34773,1898675,Brooklyn,Prospect-Lefferts Gardens,40.6626,-73.95598,Entire home/apt,3,33,3.2,241,1,0
10985,9246269,Brooklyn,Bedford-Stuyvesant,40.69498,-73.94237,Private room,5,0,,0,1,1
48188,6322527,Brooklyn,Crown Heights,40.67122,-73.94093,Private room,2,2,2.0,89,1,1
22457,10695335,Brooklyn,Williamsburg,40.70327,-73.93425,Entire home/apt,2,18,0.67,358,1,0
42692,39362079,Brooklyn,Crown Heights,40.6704,-73.95038,Entire home/apt,2,7,2.5,0,1,0
22799,127999994,Manhattan,Roosevelt Island,40.76208,-73.94954,Private room,2,85,3.28,211,2,1
29585,165257273,Queens,Flushing,40.77053,-73.80067,Private room,30,5,0.39,335,3,1
27489,115589496,Manhattan,Hell's Kitchen,40.75976,-73.9955,Entire home/apt,2,26,1.41,0,2,0
27209,50332029,Manhattan,Harlem,40.82621,-73.94549,Entire home/apt,1,139,6.9,41,2,0
1112,2220859,Brooklyn,Bedford-Stuyvesant,40.68229,-73.94287,Entire home/apt,14,3,0.04,0,1,0
503,21475,Manhattan,Lower East Side,40.72019,-73.98217,Private room,2,99,1.04,345,2,1
4624,16383743,Brooklyn,Flatbush,40.64964,-73.96017,Private room,1,0,,0,1,1
30124,84529,Queens,Elmhurst,40.74524,-73.8876,Entire home/apt,60,2,0.17,132,3,0
3553,4967515,Manhattan,Upper West Side,40.78881,-73.98116,Entire home/apt,6,4,0.06,364,2,0
14951,63407204,Manhattan,Flatiron District,40.73987,-73.98982,Entire home/apt,5,42,1.07,335,2,0
46703,4464764,Manhattan,East Village,40.72952,-73.98229,Entire home/apt,3,2,2.0,18,2,0
16867,3191545,Manhattan,Midtown,40.76569,-73.98281,Entire home/apt,30,8,0.3,362,2,0
14039,35761677,Brooklyn,Bedford-Stuyvesant,40.682,-73.91851,Entire home/apt,2,156,3.74,223,1,0
42826,13480762,Brooklyn,Williamsburg,40.71768,-73.94027,Private room,1,9,2.84,22,1,1
33608,56338076,Manhattan,Harlem,40.81657,-73.93849,Entire home/apt,1,19,1.62,0,2,0
31561,10574166,Manhattan,Murray Hill,40.74681,-73.97629,Entire home/apt,2,17,1.19,0,2,0
48109,57023844,Queens,Jamaica,40.68588,-73.77823,Private room,3,0,,365,3,1
41781,6663384,Brooklyn,Columbia St,40.68502,-74.0051,Entire home/apt,2,4,0.93,0,1,0
5841,7651028,Manhattan,Hell's Kitchen,40.76842,-73.98589,Entire home/apt,1,0,,0,2,0
15126,30283594,Manhattan,Midtown,40.76536,-73.98199,Entire home/apt,30,0,,351,2,0
6773,1475015,Manhattan,Hell's Kitchen,40.76719,-73.98533,Entire home/apt,30,6,0.12,365,2,0
21698,49704571,Brooklyn,Williamsburg,40.71942,-73.94272,Entire home/apt,30,6,0.22,156,1,0
38983,27668092,Brooklyn,Bushwick,40.69362,-73.90727,Private room,3,7,1.74,79,1,1
23469,132559939,Brooklyn,Williamsburg,40.71893,-73.96232,Entire home/apt,2,20,1.17,0,1,0
45563,61396454,Manhattan,Midtown,40.7554,-73.96474,Entire home/apt,30,1,1.0,289,2,0
7455,28513635,Brooklyn,Williamsburg,40.71755,-73.95437,Private room,6,0,,0,1,1
14254,914838,Manhattan,Hell's Kitchen,40.75774,-73.99523,Entire home/apt,30,3,0.07,356,2,0
31511,12243051,Manhattan,Chelsea,40.7409,-73.99596,Entire home/apt,29,0,,296,2,0
2643,7130382,Brooklyn,Greenpoint,40.72991,-73.95208,Private room,4,7,0.21,88,1,1
16262,2233249,Manhattan,Financial District,40.70931,-74.00959,Entire home/apt,6,5,0.13,0,2,0
6811,3336995,Manhattan,Hell's Kitchen,40.76736,-73.98383,Entire home/apt,2,8,0.15,10,2,0
1077,2107905,Brooklyn,Greenpoint,40.72183,-73.94908,Entire home/apt,2,7,0.09,0,1,0
21769,11620529,Manhattan,Harlem,40.81108,-73.94682,Entire home/apt,2,2,0.08,0,2,0
42473,7728754,Brooklyn,Crown Heights,40.6758,-73.94146,Entire home/apt,3,6,2.17,246,1,0
13460,22068394,Brooklyn,Bedford-Stuyvesant,40.69176,-73.94765,Private room,2,2,0.05,0,1,1
24710,114596544,Queens,Astoria,40.76791,-73.92247,Entire home/apt,3,19,0.79,0,3,0
37639,224498087,Manhattan,Nolita,40.72361,-73.99301,Entire home/apt,7,0,,0,2,0
3940,64442,Manhattan,East Village,40.72598,-73.97778,Private room,1,184,2.86,59,2,1
44582,219517861,Manhattan,Theater District,40.76106,-73.98647,Entire home/apt,29,0,,333,2,0
45673,73678055,Brooklyn,Williamsburg,40.71988,-73.96381,Entire home/apt,5,5,3.33,101,1,0
34688,3116204,Brooklyn,Bedford-Stuyvesant,40.68249,-73.93916,Entire home/apt,5,25,2.42,127,1,0
29321,164886138,Manhattan,Upper East Side,40.76015,-73.96227,Entire home/apt,2,4,0.53,354,2,0
34808,124399442,Brooklyn,Midwood,40.61241,-73.95939,Shared room,7,0,,21,1,2
28029,427019,Brooklyn,Williamsburg,40.70591,-73.92916,Private room,2,48,2.6,5,1,1
37169,216235179,Brooklyn,Bushwick,40.69992,-73.92013,Private room,30,1,0.38,326,1,1
8648,18081869,Brooklyn,South Slope,40.66561,-73.98843,Entire home/apt,3,1,0.02,0,1,0
9757,11279503,Manhattan,NoHo,40.7256,-73.99555,Private room,1,3,0.06,0,2,1
36715,46589590,Manhattan,East Village,40.72449,-73.98384,Entire home/apt,14,0,,19,2,0
43726,238321374,Manhattan,Upper West Side,40.79995,-73.96139,Private room,30,0,,83,2,1
18610,424878,Manhattan,Financial District,40.70483,-74.01545,Entire home/apt,4,17,0.67,203,2,0
15348,66309874,Brooklyn,Cypress Hills,40.68577,-73.8777,Private room,3,15,0.41,90,1,1
3309,7503643,Brooklyn,Greenpoint,40.72539,-73.94074,Entire home/apt,30,7,0.11,277,1,0
33376,91498269,Brooklyn,Williamsburg,40.7155,-73.95724,Shared room,1,31,2.81,82,1,2
28138,160194786,Brooklyn,Williamsburg,40.71515,-73.95231,Entire home/apt,2,59,3.28,81,1,0
18779,84403365,Manhattan,Upper East Side,40.78194,-73.94791,Private room,1,1,0.04,0,2,1
13987,54921733,Brooklyn,Flatbush,40.64295,-73.96704,Entire home/apt,4,106,2.59,273,1,0
46064,10689761,Manhattan,Upper West Side,40.79599,-73.96659,Entire home/apt,30,0,,319,2,0
29456,1873234,Manhattan,Lower East Side,40.71774,-73.99057,Entire home/apt,3,33,1.91,11,2,0
36186,40892524,Brooklyn,Crown Heights,40.676,-73.92283,Entire home/apt,1,25,3.1,287,1,0
23372,60626720,Brooklyn,Bushwick,40.69811,-73.9311,Private room,3,2,0.08,0,1,1
41039,187487947,Brooklyn,Greenpoint,40.73202,-73.95595,Entire home/apt,1,20,3.82,0,1,0
3968,12637520,Brooklyn,Boerum Hill,40.68955,-73.98885,Entire home/apt,7,7,0.15,0,1,0
48750,11270687,Manhattan,Upper West Side,40.79873,-73.96938,Entire home/apt,2,0,,74,2,0
42470,19980949,Brooklyn,Greenpoint,40.7262,-73.95077,Entire home/apt,5,0,,160,1,0
46398,28357796,Manhattan,Chelsea,40.75347,-73.99883,Entire home/apt,1,0,,337,2,0
21540,26561588,Queens,Astoria,40.7578,-73.92368,Private room,2,1,0.03,0,3,1
45541,819674,Manhattan,Chinatown,40.71409,-73.9918,Entire home/apt,3,0,,4,2,0
28973,163077876,Brooklyn,Gravesend,40.58486,-73.99004,Entire home/apt,2,42,2.33,35,1,0
19439,99539943,Manhattan,Midtown,40.74828,-73.98401,Private room,1,4,0.12,365,2,1
5173,19107278,Brooklyn,Bushwick,40.70033,-73.91197,Private room,5,0,,0,1,1
12011,13031745,Brooklyn,Williamsburg,40.7073,-73.94219,Entire home/apt,4,3,0.07,0,1,0
33751,201142263,Brooklyn,Williamsburg,40.70761,-73.95337,Private room,2,8,0.68,86,1,1
1849,4324286,Manhattan,Harlem,40.81024,-73.94154,Private room,4,41,0.52,119,2,1
33488,73570025,Brooklyn,Williamsburg,40.71648,-73.94452,Entire home/apt,1,52,4.36,44,1,0
10171,21150000,Brooklyn,Flatbush,40.65474,-73.95448,Entire home/apt,3,10,1.53,124,1,0
40321,81146418,Queens,Jamaica,40.68684,-73.79921,Entire home/apt,2,13,2.36,87,3,0
24447,63336737,Brooklyn,Williamsburg,40.70994,-73.95243,Private room,4,3,0.12,0,1,1
24511,3889739,Brooklyn,Williamsburg,40.71322,-73.94022,Private room,2,6,0.25,0,1,1
39896,1602948,Manhattan,Chinatown,40.71513,-73.99791,Entire home/apt,5,2,0.33,1,2,0
38077,224884160,Manhattan,Hell's Kitchen,40.76193,-73.99147,Entire home/apt,2,14,1.98,236,2,0
28059,3440811,Manhattan,Hell's Kitchen,40.76062,-73.99297,Entire home/apt,3,28,1.45,66,2,0
13905,54339185,Brooklyn,Greenpoint,40.72963,-73.94937,Private room,1,0,,0,1,1
44268,93090420,Brooklyn,Williamsburg,40.71327,-73.96155,Private room,1,0,,66,1,1
38329,205031545,Manhattan,Midtown,40.75385,-73.96573,Entire home/apt,28,1,0.6,234,2,0
34536,895135,Brooklyn,Williamsburg,40.70732,-73.94536,Private room,3,12,1.08,90,1,1
5966,3081990,Brooklyn,Williamsburg,40.70698,-73.95406,Entire home/apt,1,141,3.05,28,1,0
502,849492,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,6,90,0.95,303,2,0
27136,155810605,Manhattan,East Harlem,40.79109,-73.94915,Private room,2,83,4.08,40,2,1
48085,271384163,Manhattan,Harlem,40.80446,-73.9455,Entire home/apt,1,0,,322,2,0
33782,199786012,Brooklyn,Bedford-Stuyvesant,40.69526,-73.95119,Private room,30,15,1.42,328,1,1
40511,107434423,Manhattan,Financial District,40.70491,-74.00978,Entire home/apt,30,0,,331,2,0
1016,1286417,Brooklyn,Williamsburg,40.71348,-73.94447,Private room,3,137,1.57,296,1,1
11826,25798603,Manhattan,Midtown,40.76331,-73.97911,Private room,3,0,,0,2,1
36837,34075689,Queens,Maspeth,40.72236,-73.90195,Entire home/apt,7,15,1.73,69,3,0
9792,12215421,Brooklyn,Park Slope,40.66889,-73.97617,Entire home/apt,2,60,1.26,0,1,0
18340,88361314,Brooklyn,Windsor Terrace,40.65823,-73.98059,Entire home/apt,4,75,2.16,216,1,0
33008,195683584,Manhattan,Harlem,40.80579,-73.94916,Entire home/apt,2,22,1.84,291,2,0
26158,12374283,Manhattan,East Village,40.72411,-73.97826,Private room,3,103,4.71,94,2,1
264,311286,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,3,36,0.41,281,1,1
6897,5037211,Brooklyn,Greenpoint,40.72023,-73.9479,Private room,3,1,0.02,188,1,1
30366,23193,Brooklyn,Bedford-Stuyvesant,40.6878,-73.93915,Private room,3,3,0.18,89,1,1
5431,16101222,Manhattan,Financial District,40.70563,-74.00878,Entire home/apt,3,9,0.19,0,2,0
45121,23878336,Bronx,Fordham,40.86952,-73.89447,Entire home/apt,3,0,,315,0,0
31611,11406067,Queens,Ditmars Steinway,40.77376,-73.90484,Private room,2,17,1.36,24,3,1
17465,71564201,Queens,Jamaica,40.6711,-73.76508,Private room,1,58,1.77,0,3,1
3676,7644839,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93993,Entire home/apt,4,138,2.21,248,1,0
7833,12411178,Brooklyn,Red Hook,40.67477,-74.01046,Entire home/apt,2,71,1.45,287,1,0
23556,29614678,Manhattan,Greenwich Village,40.72951,-73.99997,Private room,2,60,2.37,125,2,1
12970,16098958,Manhattan,Hell's Kitchen,40.7665,-73.98675,Entire home/apt,30,6,0.16,255,2,0
22043,25651976,Manhattan,Hell's Kitchen,40.7606,-73.99345,Entire home/apt,8,8,0.3,11,2,0
43578,22736811,Brooklyn,Bushwick,40.68808,-73.90985,Entire home/apt,2,16,5.39,127,1,0
13133,1455309,Manhattan,Greenwich Village,40.7274,-73.99991,Entire home/apt,3,0,,0,2,0
44600,259076960,Brooklyn,Williamsburg,40.71296,-73.93688,Private room,2,2,1.4,16,1,1
44263,257773717,Brooklyn,Williamsburg,40.71037,-73.96317,Private room,30,0,,338,1,1
16184,23909946,Brooklyn,Bedford-Stuyvesant,40.68604,-73.91924,Private room,5,39,1.04,40,1,1
28460,37687663,Manhattan,Lower East Side,40.72154,-73.99331,Private room,28,1,0.09,0,2,1
17256,810050,Manhattan,Harlem,40.82633,-73.94459,Private room,1,1,0.03,157,2,1
39643,13501779,Brooklyn,Crown Heights,40.67188,-73.95049,Entire home/apt,3,0,,0,1,0
47678,269334919,Brooklyn,Borough Park,40.63979,-73.98633,Entire home/apt,1,2,2.0,44,1,0
23152,37078449,Manhattan,Harlem,40.80722,-73.95614,Entire home/apt,1,2,0.08,0,2,0
8486,25168888,Manhattan,Harlem,40.82119,-73.95773,Private room,4,37,0.76,196,2,1
44393,252604696,Manhattan,Chelsea,40.74914,-73.99471,Private room,1,0,,365,2,1
10764,43669213,Brooklyn,Williamsburg,40.70309,-73.94788,Private room,1,4,0.09,363,1,1
11571,47013708,Brooklyn,Crown Heights,40.67867,-73.96276,Private room,3,3,0.07,0,1,1
34703,207573589,Queens,Astoria,40.77032,-73.92621,Entire home/apt,1,18,1.74,0,3,0
26653,46208887,Brooklyn,Crown Heights,40.67541,-73.96061,Entire home/apt,7,2,0.11,0,1,0
39528,1574687,Manhattan,Financial District,40.7058,-74.01559,Entire home/apt,2,3,1.14,5,2,0
27880,51032135,Brooklyn,Greenpoint,40.72754,-73.95527,Private room,1,1,0.08,0,1,1
36854,3053587,Manhattan,Midtown,40.76531,-73.9789,Private room,3,1,0.36,169,2,1
12252,49160243,Manhattan,Hell's Kitchen,40.76472,-73.98813,Entire home/apt,4,130,3.04,329,2,0
16634,33386679,Brooklyn,Crown Heights,40.67512,-73.95248,Private room,1,1,0.03,0,1,1
33173,20480059,Brooklyn,Fort Greene,40.69358,-73.97065,Private room,3,4,0.32,0,1,1
43882,158709729,Manhattan,West Village,40.73264,-74.00422,Entire home/apt,2,4,2.55,43,2,0
11402,2232742,Brooklyn,Cobble Hill,40.68954,-73.99383,Entire home/apt,5,7,0.16,0,1,0
16653,7333982,Manhattan,Upper East Side,40.77614,-73.94626,Entire home/apt,7,1,0.03,0,2,0
33735,119669058,Brooklyn,Bedford-Stuyvesant,40.69439,-73.95518,Shared room,3,14,1.24,361,1,2
48761,271885652,Queens,Rockaway Beach,40.58893,-73.81347,Entire home/apt,1,0,,175,3,0
32644,193282294,Manhattan,Upper West Side,40.79468,-73.9647,Private room,2,48,3.95,238,2,1
47676,81957246,Queens,Long Island City,40.75041,-73.93761,Entire home/apt,7,1,1.0,17,3,0
14816,5362257,Manhattan,Harlem,40.8249,-73.94288,Entire home/apt,3,74,1.87,16,2,0
13979,4274594,Brooklyn,Bedford-Stuyvesant,40.6859,-73.9576,Entire home/apt,90,43,1.16,0,1,0
10165,17550956,Manhattan,Upper East Side,40.77357,-73.94729,Entire home/apt,2,48,1.02,329,2,0
30018,146172048,Queens,Woodside,40.75524,-73.90701,Private room,4,5,0.36,87,3,1
23651,10733404,Manhattan,Chelsea,40.74216,-73.99887,Entire home/apt,1,2,0.08,0,2,0
20430,75918061,Brooklyn,Crown Heights,40.6749,-73.95233,Entire home/apt,4,47,1.66,5,1,0
18274,31378,Brooklyn,Crown Heights,40.67385,-73.96126,Shared room,1,55,1.54,60,1,2
28299,4455698,Manhattan,Two Bridges,40.70992,-74.00102,Private room,7,2,0.11,311,2,1
45604,23046080,Manhattan,Chelsea,40.75295,-73.9955,Entire home/apt,6,1,1.0,3,2,0
21543,3726590,Manhattan,Upper East Side,40.76851,-73.95506,Entire home/apt,1,6,0.21,7,2,0
40589,10416602,Brooklyn,Bedford-Stuyvesant,40.68928,-73.93906,Entire home/apt,3,6,2.09,292,1,0
23382,97018938,Brooklyn,Canarsie,40.63895,-73.90868,Private room,1,74,2.88,179,1,1
35200,194535003,Manhattan,Hell's Kitchen,40.75537,-73.995,Private room,30,2,0.23,352,2,1
34204,166809666,Manhattan,East Harlem,40.80603,-73.94114,Entire home/apt,2,27,2.87,29,2,0
22563,19377326,Brooklyn,Crown Heights,40.67158,-73.96007,Entire home/apt,30,25,1.02,0,1,0
7399,15107994,Queens,Jackson Heights,40.74761,-73.89466,Entire home/apt,4,6,0.11,0,3,0
17651,59529529,Manhattan,Hell's Kitchen,40.76289,-73.99419,Private room,1,218,5.98,184,2,1
26570,152530167,Queens,Flushing,40.76407,-73.82518,Entire home/apt,1,24,1.15,77,3,0
7494,29003805,Manhattan,Harlem,40.82753,-73.94602,Private room,3,18,1.17,0,2,1
5695,21501965,Manhattan,Chelsea,40.74411,-74.00204,Entire home/apt,3,33,0.57,11,2,0
27448,70412965,Manhattan,Hell's Kitchen,40.76371,-73.99346,Entire home/apt,2,9,2.7,140,2,0
13123,51009239,Brooklyn,South Slope,40.66249,-73.97921,Private room,1,1,0.02,0,1,1
27586,18743582,Brooklyn,Williamsburg,40.71665,-73.94169,Private room,2,21,1.06,0,1,1
9426,9166253,Brooklyn,Bedford-Stuyvesant,40.68956,-73.9589,Private room,3,0,,0,1,1
47598,217852396,Manhattan,West Village,40.73895,-74.00268,Entire home/apt,5,0,,122,2,0
7331,5175035,Brooklyn,Williamsburg,40.71208,-73.95091,Entire home/apt,2,3,0.07,0,1,0
3949,12575621,Manhattan,Upper East Side,40.78474,-73.94974,Entire home/apt,1,0,,0,2,0
19256,97794621,Queens,Sunnyside,40.73922,-73.9265,Private room,1,76,2.28,76,3,1
32469,12243051,Manhattan,Financial District,40.70561,-74.00669,Entire home/apt,29,0,,347,2,0
47858,269165235,Manhattan,East Village,40.72546,-73.98703,Entire home/apt,3,1,1.0,326,2,0
14005,7556789,Manhattan,East Harlem,40.80523,-73.93929,Private room,1,0,,0,2,1
21968,51594665,Manhattan,Harlem,40.81248,-73.94317,Private room,2,0,,0,2,1
4657,16514175,Queens,Elmhurst,40.74644,-73.88656,Private room,2,40,0.65,1,3,1
29198,100032033,Brooklyn,Bushwick,40.68684,-73.91001,Private room,1,0,,0,1,1
36812,2715012,Brooklyn,Crown Heights,40.67415,-73.94007,Entire home/apt,2,4,0.64,325,1,0
38479,31374,Manhattan,Inwood,40.86328,-73.92184,Private room,3,0,,96,2,1
11126,45318624,Brooklyn,Park Slope,40.67858,-73.97902,Entire home/apt,1,0,,0,1,0
8365,13043852,Brooklyn,Cobble Hill,40.68477,-73.99825,Entire home/apt,6,5,0.1,85,1,0
46524,135563904,Queens,Ridgewood,40.70528,-73.90896,Entire home/apt,1,7,7.0,64,3,0
41712,243627109,Manhattan,Midtown,40.75169,-73.97302,Private room,4,2,1.15,76,2,1
7844,31150792,Brooklyn,Bushwick,40.69709,-73.93538,Entire home/apt,2,143,3.41,0,1,0
11448,24297041,Brooklyn,Williamsburg,40.7069,-73.93754,Entire home/apt,1,0,,0,1,0
364,465278,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,3,124,1.76,359,1,0
4596,16279457,Brooklyn,Crown Heights,40.66985,-73.95675,Private room,7,0,,0,1,1
25661,137838298,Queens,Jamaica,40.68156,-73.76844,Private room,1,19,0.85,177,3,1
12712,14786085,Manhattan,Kips Bay,40.74302,-73.98098,Entire home/apt,5,3,0.08,0,2,0
5554,3789165,Manhattan,Theater District,40.75974,-73.9866,Shared room,2,58,0.99,345,2,2
48743,45397566,Brooklyn,Bedford-Stuyvesant,40.69012,-73.93631,Private room,1,0,,29,1,1
14977,35587586,Manhattan,Hell's Kitchen,40.76594,-73.9851,Entire home/apt,1,0,,0,2,0
13237,5904463,Manhattan,East Village,40.72504,-73.98242,Private room,1,0,,0,2,1
21075,3507099,Manhattan,Hell's Kitchen,40.76591,-73.99016,Entire home/apt,45,5,0.18,311,2,0
23443,88322109,Brooklyn,Windsor Terrace,40.65417,-73.97405,Entire home/apt,6,0,,47,1,0
10465,259826,Brooklyn,Bushwick,40.69312,-73.9236,Private room,1,1,0.02,0,1,1
21302,3236595,Manhattan,Harlem,40.80934,-73.95072,Private room,2,66,2.24,6,2,1
669,417504,Brooklyn,Greenpoint,40.73641,-73.9533,Entire home/apt,3,24,0.32,84,1,0
14130,56124518,Manhattan,Lower East Side,40.72005,-73.98409,Private room,5,1,0.03,0,2,1
4487,4936720,Brooklyn,Williamsburg,40.7152,-73.95445,Private room,1,52,1.29,25,1,1
38535,163251048,Manhattan,Hell's Kitchen,40.76171,-73.99793,Entire home/apt,30,0,,129,2,0
17060,1535912,Brooklyn,Bushwick,40.69849,-73.923,Private room,2,170,4.58,37,1,1
14001,8136206,Brooklyn,Prospect-Lefferts Gardens,40.65603,-73.95836,Private room,2,31,0.75,297,1,1
41577,73066515,Brooklyn,Bedford-Stuyvesant,40.69493,-73.94483,Entire home/apt,3,4,1.04,6,1,0
16501,69545272,Manhattan,Financial District,40.71085,-74.0083,Private room,13,24,0.68,166,2,1
48813,115751294,Queens,Bayswater,40.61113,-73.76546,Entire home/apt,2,0,,87,3,0
39784,6857284,Brooklyn,Prospect Heights,40.6805,-73.97376,Private room,2,3,0.49,0,1,1
13753,53268392,Manhattan,Upper West Side,40.80076,-73.96389,Shared room,1,0,,0,2,2
25526,141931484,Brooklyn,Canarsie,40.63488,-73.89015,Private room,2,45,1.95,259,1,1
39081,228980689,Manhattan,Washington Heights,40.85502,-73.92763,Entire home/apt,5,9,1.27,286,2,0
20824,4033160,Brooklyn,Williamsburg,40.71404,-73.95783,Private room,1,3,0.1,0,1,1
4384,3963645,Manhattan,West Village,40.73279,-74.00322,Entire home/apt,2,13,0.55,0,2,0
47648,67302443,Brooklyn,Crown Heights,40.66603,-73.92925,Shared room,1,0,,314,1,2
7211,6023360,Brooklyn,Crown Heights,40.67221,-73.95584,Private room,1,1,0.02,0,1,1
31121,3156480,Brooklyn,Boerum Hill,40.68669,-73.98498,Entire home/apt,5,4,0.27,0,1,0
40935,6030450,Brooklyn,Bedford-Stuyvesant,40.68442,-73.92441,Private room,3,6,1.41,179,1,1
25261,4281324,Manhattan,Morningside Heights,40.80445,-73.96649,Entire home/apt,6,1,0.05,0,2,0
43077,251852817,Manhattan,East Harlem,40.80093,-73.94322,Shared room,1,19,5.64,90,2,2
4684,16608415,Brooklyn,East New York,40.67517,-73.89814,Private room,1,173,4.69,162,1,1
2697,5283769,Manhattan,East Village,40.7223,-73.9821,Entire home/apt,2,149,2.41,16,2,0
41733,243026919,Manhattan,East Harlem,40.80584,-73.94066,Private room,1,16,7.38,93,2,1
4060,13207016,Queens,Rockaway Beach,40.58451,-73.815,Entire home/apt,2,14,0.22,0,3,0
26901,134184451,Queens,Briarwood,40.70471,-73.81542,Private room,1,3,0.15,319,3,1
9684,25615380,Manhattan,Washington Heights,40.85619,-73.93117,Private room,1,2,0.06,145,2,1
5989,7809712,Manhattan,Lower East Side,40.71938,-73.98906,Entire home/apt,3,0,,0,2,0
11262,19808319,Manhattan,Harlem,40.80864,-73.95007,Entire home/apt,28,125,2.77,29,2,0
2192,2120889,Brooklyn,Williamsburg,40.71238,-73.9379,Private room,2,0,,66,1,1
15650,227369,Brooklyn,Bedford-Stuyvesant,40.69508,-73.95952,Entire home/apt,4,82,2.22,73,1,0
44360,258186526,Queens,Woodside,40.74823,-73.90352,Entire home/apt,2,10,4.23,62,3,0
42129,30283594,Manhattan,Hell's Kitchen,40.76168,-73.9996,Entire home/apt,30,0,,364,2,0
43553,171008642,Brooklyn,Williamsburg,40.72005,-73.95704,Private room,2,14,4.83,18,1,1
44858,193835968,Bronx,Wakefield,40.89338,-73.84785,Entire home/apt,2,10,5.56,173,0,0
9863,39808438,Brooklyn,Bushwick,40.68902,-73.9156,Entire home/apt,2,172,3.6,136,1,0
43102,203932958,Manhattan,Lower East Side,40.71922,-73.98514,Private room,1,3,0.89,11,2,1
25409,1468617,Brooklyn,Clinton Hill,40.69575,-73.96966,Entire home/apt,3,5,0.22,0,1,0
31401,21663531,Queens,Ridgewood,40.70778,-73.90323,Private room,2,4,0.4,293,3,1
383,567187,Manhattan,Harlem,40.82399,-73.95328,Private room,14,35,0.35,283,2,1
29133,163586662,Bronx,Norwood,40.87446,-73.87453,Private room,3,4,0.22,76,0,1
6410,18511357,Queens,Ditmars Steinway,40.77272,-73.90757,Private room,7,1,0.04,0,3,1
22354,271799,Brooklyn,Bedford-Stuyvesant,40.69424,-73.9385,Entire home/apt,2,95,3.51,229,1,0
31695,46594096,Brooklyn,Greenpoint,40.72672,-73.94054,Shared room,3,4,0.28,0,1,2
33894,201885926,Manhattan,East Village,40.73269,-73.98833,Private room,2,48,4.17,0,2,1
8027,23593179,Brooklyn,Williamsburg,40.71998,-73.95838,Entire home/apt,2,3,0.06,0,1,0
